"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"05.01.2021 12:15 - 05.01.2021 12:30","62581","71468"
"05.01.2021 12:30 - 05.01.2021 12:45","62404","71483"
"05.01.2021 12:45 - 05.01.2021 13:00","62629","71177"
"05.01.2021 13:00 - 05.01.2021 13:15","62025","71135"
"05.01.2021 13:15 - 05.01.2021 13:30","61575","70817"
"05.01.2021 13:30 - 05.01.2021 13:45","61223","70401"
"05.01.2021 13:45 - 05.01.2021 14:00","60409","69820"
"05.01.2021 14:00 - 05.01.2021 14:15","60204","69945"
"05.01.2021 14:15 - 05.01.2021 14:30","59703","69792"
"05.01.2021 14:30 - 05.01.2021 14:45","60081","69583"
"05.01.2021 14:45 - 05.01.2021 15:00","60079","69375"
"05.01.2021 15:00 - 05.01.2021 15:15","59734","69470"
"05.01.2021 15:15 - 05.01.2021 15:30","59533","69232"
"05.01.2021 15:30 - 05.01.2021 15:45","59796","69289"
"05.01.2021 15:45 - 05.01.2021 16:00","59640","68943"
"05.01.2021 16:00 - 05.01.2021 16:15","59663","69390"
"05.01.2021 16:15 - 05.01.2021 16:30","60039","69639"
"05.01.2021 16:30 - 05.01.2021 16:45","60521","70106"
"05.01.2021 16:45 - 05.01.2021 17:00","61226","70656"
"05.01.2021 17:00 - 05.01.2021 17:15","61927","71139"
"05.01.2021 17:15 - 05.01.2021 17:30","62387","71317"
"05.01.2021 17:30 - 05.01.2021 17:45","62920","71801"
"05.01.2021 17:45 - 05.01.2021 18:00","63273","71846"
"05.01.2021 18:00 - 05.01.2021 18:15","63198","71714"
"05.01.2021 18:15 - 05.01.2021 18:30","62973","71402"
"05.01.2021 18:30 - 05.01.2021 18:45","62828","71136"
"05.01.2021 18:45 - 05.01.2021 19:00","62399","70467"
"05.01.2021 19:00 - 05.01.2021 19:15","61892","69852"
"05.01.2021 19:15 - 05.01.2021 19:30","60911","69457"
"05.01.2021 19:30 - 05.01.2021 19:45","60773","69015"
"05.01.2021 19:45 - 05.01.2021 20:00","60336","68570"
"05.01.2021 20:00 - 05.01.2021 20:15","58756","67358"
"05.01.2021 20:15 - 05.01.2021 20:30","57578","66282"
"05.01.2021 20:30 - 05.01.2021 20:45","56558","65508"
"05.01.2021 20:45 - 05.01.2021 21:00","55963","64649"
"05.01.2021 21:00 - 05.01.2021 21:15","55454","64101"
"05.01.2021 21:15 - 05.01.2021 21:30","54919","63231"
"05.01.2021 21:30 - 05.01.2021 21:45","54136","62430"
"05.01.2021 21:45 - 05.01.2021 22:00","53873","61771"
"05.01.2021 22:00 - 05.01.2021 22:15","53883","61910"
"05.01.2021 22:15 - 05.01.2021 22:30","53229","61130"
"05.01.2021 22:30 - 05.01.2021 22:45","52340","60174"
"05.01.2021 22:45 - 05.01.2021 23:00","51287","59129"
"05.01.2021 23:00 - 05.01.2021 23:15","50506","57966"
"05.01.2021 23:15 - 05.01.2021 23:30","49359","56995"
"05.01.2021 23:30 - 05.01.2021 23:45","48555","56303"
"05.01.2021 23:45 - 06.01.2021 00:00","47747","55892"
"06.01.2021 00:00 - 06.01.2021 00:15","47555","54346"
"06.01.2021 00:15 - 06.01.2021 00:30","46700","53522"
"06.01.2021 00:30 - 06.01.2021 00:45","46446","53010"
"06.01.2021 00:45 - 06.01.2021 01:00","45924","52431"
"06.01.2021 01:00 - 06.01.2021 01:15","45219","51814"
"06.01.2021 01:15 - 06.01.2021 01:30","44400","51085"
"06.01.2021 01:30 - 06.01.2021 01:45","44191","50791"
"06.01.2021 01:45 - 06.01.2021 02:00","43982","50423"
"06.01.2021 02:00 - 06.01.2021 02:15","43138","50207"
"06.01.2021 02:15 - 06.01.2021 02:30","43509","50184"
"06.01.2021 02:30 - 06.01.2021 02:45","43248","49923"
"06.01.2021 02:45 - 06.01.2021 03:00","43173","49856"
"06.01.2021 03:00 - 06.01.2021 03:15","42965","50026"
"06.01.2021 03:15 - 06.01.2021 03:30","43367","50038"
"06.01.2021 03:30 - 06.01.2021 03:45","43363","50081"
"06.01.2021 03:45 - 06.01.2021 04:00","43396","50183"
"06.01.2021 04:00 - 06.01.2021 04:15","43630","50641"
"06.01.2021 04:15 - 06.01.2021 04:30","44004","50635"
"06.01.2021 04:30 - 06.01.2021 04:45","44236","50943"
"06.01.2021 04:45 - 06.01.2021 05:00","44613","51101"
"06.01.2021 05:00 - 06.01.2021 05:15","45134","51318"
"06.01.2021 05:15 - 06.01.2021 05:30","45094","51557"
"06.01.2021 05:30 - 06.01.2021 05:45","45458","52093"
"06.01.2021 05:45 - 06.01.2021 06:00","45886","52690"
"06.01.2021 06:00 - 06.01.2021 06:15","47217","54243"
"06.01.2021 06:15 - 06.01.2021 06:30","48473","55362"
"06.01.2021 06:30 - 06.01.2021 06:45","49422","56172"
"06.01.2021 06:45 - 06.01.2021 07:00","50316","57134"
"06.01.2021 07:00 - 06.01.2021 07:15","52171","58395"
"06.01.2021 07:15 - 06.01.2021 07:30","52660","59149"
"06.01.2021 07:30 - 06.01.2021 07:45","53412","60373"
"06.01.2021 07:45 - 06.01.2021 08:00","53882","61140"
"06.01.2021 08:00 - 06.01.2021 08:15","55103","62529"
"06.01.2021 08:15 - 06.01.2021 08:30","55385","62951"
"06.01.2021 08:30 - 06.01.2021 08:45","54934","63258"
"06.01.2021 08:45 - 06.01.2021 09:00","55390","63572"
"06.01.2021 09:00 - 06.01.2021 09:15","55932","63851"
"06.01.2021 09:15 - 06.01.2021 09:30","57018","64335"
"06.01.2021 09:30 - 06.01.2021 09:45","57427","64805"
"06.01.2021 09:45 - 06.01.2021 10:00","57649","65126"
"06.01.2021 10:00 - 06.01.2021 10:15","57909","65349"
"06.01.2021 10:15 - 06.01.2021 10:30","58403","65719"
"06.01.2021 10:30 - 06.01.2021 10:45","58921","65954"
"06.01.2021 10:45 - 06.01.2021 11:00","59164","66343"
"06.01.2021 11:00 - 06.01.2021 11:15","59889","66872"
"06.01.2021 11:15 - 06.01.2021 11:30","60279","67606"
"06.01.2021 11:30 - 06.01.2021 11:45","60770","68193"
"06.01.2021 11:45 - 06.01.2021 12:00","61378","68349"
"06.01.2021 12:00 - 06.01.2021 12:15","60545","68569"
"06.01.2021 12:15 - 06.01.2021 12:30","60766","67192"
"06.01.2021 12:30 - 06.01.2021 12:45","60188","67012"
"06.01.2021 12:45 - 06.01.2021 13:00","60167","66772"
"06.01.2021 13:00 - 06.01.2021 13:15","59363","66403"
"06.01.2021 13:15 - 06.01.2021 13:30","59777","66043"
"06.01.2021 13:30 - 06.01.2021 13:45","59035","65785"
"06.01.2021 13:45 - 06.01.2021 14:00","58414","66411"
"06.01.2021 14:00 - 06.01.2021 14:15","58105","66165"
"06.01.2021 14:15 - 06.01.2021 14:30","57946","66110"
"06.01.2021 14:30 - 06.01.2021 14:45","57844","65763"
"06.01.2021 14:45 - 06.01.2021 15:00","57942","65366"
"06.01.2021 15:00 - 06.01.2021 15:15","57435","65320"
"06.01.2021 15:15 - 06.01.2021 15:30","57283","65017"
"06.01.2021 15:30 - 06.01.2021 15:45","57308","64839"
"06.01.2021 15:45 - 06.01.2021 16:00","57399","64476"
"06.01.2021 16:00 - 06.01.2021 16:15","57693","64738"
"06.01.2021 16:15 - 06.01.2021 16:30","58429","64930"
"06.01.2021 16:30 - 06.01.2021 16:45","58782","65560"
"06.01.2021 16:45 - 06.01.2021 17:00","59520","66506"
"06.01.2021 17:00 - 06.01.2021 17:15","61035","67092"
"06.01.2021 17:15 - 06.01.2021 17:30","61400","67649"
"06.01.2021 17:30 - 06.01.2021 17:45","61966","67945"
"06.01.2021 17:45 - 06.01.2021 18:00","62449","68574"
"06.01.2021 18:00 - 06.01.2021 18:15","62431","68173"
"06.01.2021 18:15 - 06.01.2021 18:30","62083","67919"
"06.01.2021 18:30 - 06.01.2021 18:45","61978","67835"
"06.01.2021 18:45 - 06.01.2021 19:00","61517","67691"
"06.01.2021 19:00 - 06.01.2021 19:15","61240","66897"
"06.01.2021 19:15 - 06.01.2021 19:30","60702","66235"
"06.01.2021 19:30 - 06.01.2021 19:45","60592","65846"
"06.01.2021 19:45 - 06.01.2021 20:00","60127","65044"
"06.01.2021 20:00 - 06.01.2021 20:15","59078","63982"
"06.01.2021 20:15 - 06.01.2021 20:30","57634","63302"
"06.01.2021 20:30 - 06.01.2021 20:45","56829","62418"
"06.01.2021 20:45 - 06.01.2021 21:00","56202","61736"
"06.01.2021 21:00 - 06.01.2021 21:15","55359","61062"
"06.01.2021 21:15 - 06.01.2021 21:30","54970","60508"
"06.01.2021 21:30 - 06.01.2021 21:45","54254","60041"
"06.01.2021 21:45 - 06.01.2021 22:00","54154","59622"
"06.01.2021 22:00 - 06.01.2021 22:15","53629","59865"
"06.01.2021 22:15 - 06.01.2021 22:30","53103","59429"
"06.01.2021 22:30 - 06.01.2021 22:45","52834","58519"
"06.01.2021 22:45 - 06.01.2021 23:00","51513","57718"
"06.01.2021 23:00 - 06.01.2021 23:15","50552","56659"
"06.01.2021 23:15 - 06.01.2021 23:30","49532","55962"
"06.01.2021 23:30 - 06.01.2021 23:45","48945","55236"
"06.01.2021 23:45 - 07.01.2021 00:00","48609","54616"
"07.01.2021 00:00 - 07.01.2021 00:15","48094","53708"
"07.01.2021 00:15 - 07.01.2021 00:30","47323","53067"
"07.01.2021 00:30 - 07.01.2021 00:45","46900","52320"
"07.01.2021 00:45 - 07.01.2021 01:00","46759","51907"
"07.01.2021 01:00 - 07.01.2021 01:15","46139","51350"
"07.01.2021 01:15 - 07.01.2021 01:30","45335","51065"
"07.01.2021 01:30 - 07.01.2021 01:45","45185","50734"
"07.01.2021 01:45 - 07.01.2021 02:00","45255","50682"
"07.01.2021 02:00 - 07.01.2021 02:15","44998","50854"
"07.01.2021 02:15 - 07.01.2021 02:30","44981","50462"
"07.01.2021 02:30 - 07.01.2021 02:45","44936","50472"
"07.01.2021 02:45 - 07.01.2021 03:00","45086","50445"
"07.01.2021 03:00 - 07.01.2021 03:15","44944","50488"
"07.01.2021 03:15 - 07.01.2021 03:30","45540","50424"
"07.01.2021 03:30 - 07.01.2021 03:45","45225","50446"
"07.01.2021 03:45 - 07.01.2021 04:00","45551","50606"
"07.01.2021 04:00 - 07.01.2021 04:15","46058","51099"
"07.01.2021 04:15 - 07.01.2021 04:30","46653","51179"
"07.01.2021 04:30 - 07.01.2021 04:45","46781","51596"
"07.01.2021 04:45 - 07.01.2021 05:00","47357","52066"
"07.01.2021 05:00 - 07.01.2021 05:15","47651","53369"
"07.01.2021 05:15 - 07.01.2021 05:30","48191","53808"
"07.01.2021 05:30 - 07.01.2021 05:45","49122","54604"
"07.01.2021 05:45 - 07.01.2021 06:00","50185","55715"
"07.01.2021 06:00 - 07.01.2021 06:15","52371","57698"
"07.01.2021 06:15 - 07.01.2021 06:30","53646","59264"
"07.01.2021 06:30 - 07.01.2021 06:45","55072","60134"
"07.01.2021 06:45 - 07.01.2021 07:00","56494","61221"
"07.01.2021 07:00 - 07.01.2021 07:15","57986","63099"
"07.01.2021 07:15 - 07.01.2021 07:30","59169","63866"
"07.01.2021 07:30 - 07.01.2021 07:45","60064","64597"
"07.01.2021 07:45 - 07.01.2021 08:00","60660","65958"
"07.01.2021 08:00 - 07.01.2021 08:15","61980","67087"
"07.01.2021 08:15 - 07.01.2021 08:30","62375","67299"
"07.01.2021 08:30 - 07.01.2021 08:45","62220","67744"
"07.01.2021 08:45 - 07.01.2021 09:00","62832","67841"
"07.01.2021 09:00 - 07.01.2021 09:15","62711","68098"
"07.01.2021 09:15 - 07.01.2021 09:30","63155","68429"
"07.01.2021 09:30 - 07.01.2021 09:45","63352","68803"
"07.01.2021 09:45 - 07.01.2021 10:00","63661","69120"
"07.01.2021 10:00 - 07.01.2021 10:15","63979","69359"
"07.01.2021 10:15 - 07.01.2021 10:30","64265","69576"
"07.01.2021 10:30 - 07.01.2021 10:45","64200","69891"
"07.01.2021 10:45 - 07.01.2021 11:00","64252","70175"
"07.01.2021 11:00 - 07.01.2021 11:15","65072","70788"
"07.01.2021 11:15 - 07.01.2021 11:30","64470","71314"
"07.01.2021 11:30 - 07.01.2021 11:45","65010","71581"
"07.01.2021 11:45 - 07.01.2021 12:00","65585","71863"
"07.01.2021 12:00 - 07.01.2021 12:15","64861","72135"
"07.01.2021 12:15 - 07.01.2021 12:30","64992","72214"
"07.01.2021 12:30 - 07.01.2021 12:45","64688","72124"
"07.01.2021 12:45 - 07.01.2021 13:00","64737","71803"
"07.01.2021 13:00 - 07.01.2021 13:15","64423","71489"
"07.01.2021 13:15 - 07.01.2021 13:30","64628","71073"
"07.01.2021 13:30 - 07.01.2021 13:45","63342","70808"
"07.01.2021 13:45 - 07.01.2021 14:00","62882","70182"
"07.01.2021 14:00 - 07.01.2021 14:15","62968","69927"
"07.01.2021 14:15 - 07.01.2021 14:30","62780","69725"
"07.01.2021 14:30 - 07.01.2021 14:45","62446","69478"
"07.01.2021 14:45 - 07.01.2021 15:00","62749","69057"
"07.01.2021 15:00 - 07.01.2021 15:15","62558","69441"
"07.01.2021 15:15 - 07.01.2021 15:30","62372","69085"
"07.01.2021 15:30 - 07.01.2021 15:45","62615","68862"
"07.01.2021 15:45 - 07.01.2021 16:00","62420","68526"
"07.01.2021 16:00 - 07.01.2021 16:15","62087","68726"
"07.01.2021 16:15 - 07.01.2021 16:30","62502","68861"
"07.01.2021 16:30 - 07.01.2021 16:45","62846","69390"
"07.01.2021 16:45 - 07.01.2021 17:00","63181","70045"
"07.01.2021 17:00 - 07.01.2021 17:15","64493","71142"
"07.01.2021 17:15 - 07.01.2021 17:30","65151","71626"
"07.01.2021 17:30 - 07.01.2021 17:45","65695","71677"
"07.01.2021 17:45 - 07.01.2021 18:00","66075","71676"
"07.01.2021 18:00 - 07.01.2021 18:15","65889","71572"
"07.01.2021 18:15 - 07.01.2021 18:30","65579","71375"
"07.01.2021 18:30 - 07.01.2021 18:45","65436","71008"
"07.01.2021 18:45 - 07.01.2021 19:00","64736","70650"
"07.01.2021 19:00 - 07.01.2021 19:15","64264","69842"
"07.01.2021 19:15 - 07.01.2021 19:30","63422","69434"
"07.01.2021 19:30 - 07.01.2021 19:45","62946","68815"
"07.01.2021 19:45 - 07.01.2021 20:00","62555","68212"
"07.01.2021 20:00 - 07.01.2021 20:15","61303","67050"
"07.01.2021 20:15 - 07.01.2021 20:30","59866","66195"
"07.01.2021 20:30 - 07.01.2021 20:45","59257","65336"
"07.01.2021 20:45 - 07.01.2021 21:00","58425","64638"
"07.01.2021 21:00 - 07.01.2021 21:15","57581","63961"
"07.01.2021 21:15 - 07.01.2021 21:30","57049","63535"
"07.01.2021 21:30 - 07.01.2021 21:45","55763","62778"
"07.01.2021 21:45 - 07.01.2021 22:00","55557","62125"
"07.01.2021 22:00 - 07.01.2021 22:15","56065","62152"
"07.01.2021 22:15 - 07.01.2021 22:30","55126","61629"
"07.01.2021 22:30 - 07.01.2021 22:45","55050","60668"
"07.01.2021 22:45 - 07.01.2021 23:00","53581","59855"
"07.01.2021 23:00 - 07.01.2021 23:15","52861","58260"
"07.01.2021 23:15 - 07.01.2021 23:30","51465","57391"
"07.01.2021 23:30 - 07.01.2021 23:45","50636","56764"
"07.01.2021 23:45 - 08.01.2021 00:00","50117","56118"
"08.01.2021 00:00 - 08.01.2021 00:15","48938","55106"
"08.01.2021 00:15 - 08.01.2021 00:30","48423","54281"
"08.01.2021 00:30 - 08.01.2021 00:45","48012","53929"
"08.01.2021 00:45 - 08.01.2021 01:00","47640","53384"
"08.01.2021 01:00 - 08.01.2021 01:15","47014","52776"
"08.01.2021 01:15 - 08.01.2021 01:30","46350","52216"
"08.01.2021 01:30 - 08.01.2021 01:45","46066","52317"
"08.01.2021 01:45 - 08.01.2021 02:00","45833","51895"
"08.01.2021 02:00 - 08.01.2021 02:15","45610","51067"
"08.01.2021 02:15 - 08.01.2021 02:30","45625","50884"
"08.01.2021 02:30 - 08.01.2021 02:45","45593","51152"
"08.01.2021 02:45 - 08.01.2021 03:00","45829","51002"
"08.01.2021 03:00 - 08.01.2021 03:15","45767","50718"
"08.01.2021 03:15 - 08.01.2021 03:30","46180","50949"
"08.01.2021 03:30 - 08.01.2021 03:45","46131","51138"
"08.01.2021 03:45 - 08.01.2021 04:00","46135","51368"
"08.01.2021 04:00 - 08.01.2021 04:15","46541","51819"
"08.01.2021 04:15 - 08.01.2021 04:30","46970","51983"
"08.01.2021 04:30 - 08.01.2021 04:45","46968","52269"
"08.01.2021 04:45 - 08.01.2021 05:00","47716","52743"
"08.01.2021 05:00 - 08.01.2021 05:15","48394","53616"
"08.01.2021 05:15 - 08.01.2021 05:30","48942","53841"
"08.01.2021 05:30 - 08.01.2021 05:45","49774","54624"
"08.01.2021 05:45 - 08.01.2021 06:00","51099","55776"
"08.01.2021 06:00 - 08.01.2021 06:15","53261","57710"
"08.01.2021 06:15 - 08.01.2021 06:30","54983","59006"
"08.01.2021 06:30 - 08.01.2021 06:45","56128","60382"
"08.01.2021 06:45 - 08.01.2021 07:00","57543","61637"
"08.01.2021 07:00 - 08.01.2021 07:15","58933","63372"
"08.01.2021 07:15 - 08.01.2021 07:30","59368","64262"
"08.01.2021 07:30 - 08.01.2021 07:45","60039","65056"
"08.01.2021 07:45 - 08.01.2021 08:00","60831","66049"
"08.01.2021 08:00 - 08.01.2021 08:15","61812","66978"
"08.01.2021 08:15 - 08.01.2021 08:30","61863","67147"
"08.01.2021 08:30 - 08.01.2021 08:45","61881","67655"
"08.01.2021 08:45 - 08.01.2021 09:00","62315","67841"
"08.01.2021 09:00 - 08.01.2021 09:15","61741","68175"
"08.01.2021 09:15 - 08.01.2021 09:30","62140","68541"
"08.01.2021 09:30 - 08.01.2021 09:45","62554","68861"
"08.01.2021 09:45 - 08.01.2021 10:00","62436","69173"
"08.01.2021 10:00 - 08.01.2021 10:15","62398","69570"
"08.01.2021 10:15 - 08.01.2021 10:30","62887","69742"
"08.01.2021 10:30 - 08.01.2021 10:45","62829","70100"
"08.01.2021 10:45 - 08.01.2021 11:00","63392","70308"
"08.01.2021 11:00 - 08.01.2021 11:15","63828","70192"
"08.01.2021 11:15 - 08.01.2021 11:30","64044","70641"
"08.01.2021 11:30 - 08.01.2021 11:45","63952","70960"
"08.01.2021 11:45 - 08.01.2021 12:00","64112","71018"
"08.01.2021 12:00 - 08.01.2021 12:15","63868","70756"
"08.01.2021 12:15 - 08.01.2021 12:30","64005","70728"
"08.01.2021 12:30 - 08.01.2021 12:45","63623","70516"
"08.01.2021 12:45 - 08.01.2021 13:00","63349","70168"
"08.01.2021 13:00 - 08.01.2021 13:15","62599","69620"
"08.01.2021 13:15 - 08.01.2021 13:30","62305","68977"
"08.01.2021 13:30 - 08.01.2021 13:45","61435","68595"
"08.01.2021 13:45 - 08.01.2021 14:00","60657","68035"
"08.01.2021 14:00 - 08.01.2021 14:15","60427","67694"
"08.01.2021 14:15 - 08.01.2021 14:30","60255","67586"
"08.01.2021 14:30 - 08.01.2021 14:45","59978","67220"
"08.01.2021 14:45 - 08.01.2021 15:00","59999","66913"
"08.01.2021 15:00 - 08.01.2021 15:15","59663","66988"
"08.01.2021 15:15 - 08.01.2021 15:30","59363","66829"
"08.01.2021 15:30 - 08.01.2021 15:45","59592","66770"
"08.01.2021 15:45 - 08.01.2021 16:00","59463","66693"
"08.01.2021 16:00 - 08.01.2021 16:15","59539","67057"
"08.01.2021 16:15 - 08.01.2021 16:30","60021","67214"
"08.01.2021 16:30 - 08.01.2021 16:45","60470","67688"
"08.01.2021 16:45 - 08.01.2021 17:00","61014","68561"
"08.01.2021 17:00 - 08.01.2021 17:15","62462","69262"
"08.01.2021 17:15 - 08.01.2021 17:30","63098","69944"
"08.01.2021 17:30 - 08.01.2021 17:45","63776","70231"
"08.01.2021 17:45 - 08.01.2021 18:00","64131","70453"
"08.01.2021 18:00 - 08.01.2021 18:15","63833","70007"
"08.01.2021 18:15 - 08.01.2021 18:30","63799","69646"
"08.01.2021 18:30 - 08.01.2021 18:45","63519","69575"
"08.01.2021 18:45 - 08.01.2021 19:00","62928","69192"
"08.01.2021 19:00 - 08.01.2021 19:15","62405","68675"
"08.01.2021 19:15 - 08.01.2021 19:30","61653","67829"
"08.01.2021 19:30 - 08.01.2021 19:45","61306","67284"
"08.01.2021 19:45 - 08.01.2021 20:00","60764","66364"
"08.01.2021 20:00 - 08.01.2021 20:15","59146","65065"
"08.01.2021 20:15 - 08.01.2021 20:30","57949","64326"
"08.01.2021 20:30 - 08.01.2021 20:45","57125","63251"
"08.01.2021 20:45 - 08.01.2021 21:00","56378","62407"
"08.01.2021 21:00 - 08.01.2021 21:15","55832","61638"
"08.01.2021 21:15 - 08.01.2021 21:30","55353","61028"
"08.01.2021 21:30 - 08.01.2021 21:45","54545","60355"
"08.01.2021 21:45 - 08.01.2021 22:00","54407","59703"
"08.01.2021 22:00 - 08.01.2021 22:15","54181","59458"
"08.01.2021 22:15 - 08.01.2021 22:30","53678","58814"
"08.01.2021 22:30 - 08.01.2021 22:45","53225","58246"
"08.01.2021 22:45 - 08.01.2021 23:00","52228","57654"
"08.01.2021 23:00 - 08.01.2021 23:15","51282","56437"
"08.01.2021 23:15 - 08.01.2021 23:30","50208","55791"
"08.01.2021 23:30 - 08.01.2021 23:45","49502","54955"
"08.01.2021 23:45 - 09.01.2021 00:00","48921","54392"
"09.01.2021 00:00 - 09.01.2021 00:15","48419","53029"
"09.01.2021 00:15 - 09.01.2021 00:30","47719","52353"
"09.01.2021 00:30 - 09.01.2021 00:45","47180","51774"
"09.01.2021 00:45 - 09.01.2021 01:00","46630","51226"
"09.01.2021 01:00 - 09.01.2021 01:15","46362","50758"
"09.01.2021 01:15 - 09.01.2021 01:30","45437","50347"
"09.01.2021 01:30 - 09.01.2021 01:45","44974","50201"
"09.01.2021 01:45 - 09.01.2021 02:00","44813","49808"
"09.01.2021 02:00 - 09.01.2021 02:15","44517","49197"
"09.01.2021 02:15 - 09.01.2021 02:30","44316","48955"
"09.01.2021 02:30 - 09.01.2021 02:45","44156","49074"
"09.01.2021 02:45 - 09.01.2021 03:00","44140","49045"
"09.01.2021 03:00 - 09.01.2021 03:15","43854","48941"
"09.01.2021 03:15 - 09.01.2021 03:30","44235","48698"
"09.01.2021 03:30 - 09.01.2021 03:45","43995","48456"
"09.01.2021 03:45 - 09.01.2021 04:00","43971","48527"
"09.01.2021 04:00 - 09.01.2021 04:15","43945","48751"
"09.01.2021 04:15 - 09.01.2021 04:30","44171","48623"
"09.01.2021 04:30 - 09.01.2021 04:45","44019","48645"
"09.01.2021 04:45 - 09.01.2021 05:00","44430","48800"
"09.01.2021 05:00 - 09.01.2021 05:15","43957","49075"
"09.01.2021 05:15 - 09.01.2021 05:30","43623","48665"
"09.01.2021 05:30 - 09.01.2021 05:45","43576","48590"
"09.01.2021 05:45 - 09.01.2021 06:00","43472","48647"
"09.01.2021 06:00 - 09.01.2021 06:15","43466","48794"
"09.01.2021 06:15 - 09.01.2021 06:30","43745","48899"
"09.01.2021 06:30 - 09.01.2021 06:45","43943","49119"
"09.01.2021 06:45 - 09.01.2021 07:00","44769","49512"
"09.01.2021 07:00 - 09.01.2021 07:15","45442","50302"
"09.01.2021 07:15 - 09.01.2021 07:30","45993","50967"
"09.01.2021 07:30 - 09.01.2021 07:45","46585","51448"
"09.01.2021 07:45 - 09.01.2021 08:00","47236","52246"
"09.01.2021 08:00 - 09.01.2021 08:15","48538","53206"
"09.01.2021 08:15 - 09.01.2021 08:30","49209","53775"
"09.01.2021 08:30 - 09.01.2021 08:45","49462","54822"
"09.01.2021 08:45 - 09.01.2021 09:00","50512","55386"
"09.01.2021 09:00 - 09.01.2021 09:15","51431","56436"
"09.01.2021 09:15 - 09.01.2021 09:30","52438","57147"
"09.01.2021 09:30 - 09.01.2021 09:45","53410","57540"
"09.01.2021 09:45 - 09.01.2021 10:00","53712","58168"
"09.01.2021 10:00 - 09.01.2021 10:15","54036","58631"
"09.01.2021 10:15 - 09.01.2021 10:30","54679","59001"
"09.01.2021 10:30 - 09.01.2021 10:45","54871","59278"
"09.01.2021 10:45 - 09.01.2021 11:00","54948","59741"
"09.01.2021 11:00 - 09.01.2021 11:15","55556","60202"
"09.01.2021 11:15 - 09.01.2021 11:30","55682","60450"
"09.01.2021 11:30 - 09.01.2021 11:45","55855","60958"
"09.01.2021 11:45 - 09.01.2021 12:00","56342","61229"
"09.01.2021 12:00 - 09.01.2021 12:15","56001","61188"
"09.01.2021 12:15 - 09.01.2021 12:30","56026","61033"
"09.01.2021 12:30 - 09.01.2021 12:45","55581","60822"
"09.01.2021 12:45 - 09.01.2021 13:00","55505","60521"
"09.01.2021 13:00 - 09.01.2021 13:15","54835","60231"
"09.01.2021 13:15 - 09.01.2021 13:30","54672","59606"
"09.01.2021 13:30 - 09.01.2021 13:45","54377","59435"
"09.01.2021 13:45 - 09.01.2021 14:00","53731","59083"
"09.01.2021 14:00 - 09.01.2021 14:15","53311","58825"
"09.01.2021 14:15 - 09.01.2021 14:30","52609","58531"
"09.01.2021 14:30 - 09.01.2021 14:45","52845","58357"
"09.01.2021 14:45 - 09.01.2021 15:00","52910","58423"
"09.01.2021 15:00 - 09.01.2021 15:15","52489","58427"
"09.01.2021 15:15 - 09.01.2021 15:30","52166","57995"
"09.01.2021 15:30 - 09.01.2021 15:45","52402","57941"
"09.01.2021 15:45 - 09.01.2021 16:00","52419","58177"
